entity_id,meridian_code,name_ko,name_zh,meridian,location_ko,location_en,method,needling,category
LU1,LU,중부,中府,수태음폐경,"앞가슴부위, 첫째 갈비사이공간(the 1st intercostal space)과 같은 높이, 빗장아래오목(infraclavicular fossa)의 가쪽, 앞정중선(anterior median line)에서 가쪽으로 6寸.","On the anterior thoracic region, at the same level as the first intercostal space, lateral to the infraclavicular fossa, 6 B-cun lateral to the anterior median line.","먼저 雲門(LU2)을 정한 후, 雲門(LU2)에서 아래쪽으로 1寸이 되는 지점에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸",acupoint
LU2,LU,운문,雲門,수태음폐경,"앞가슴부위, 빗장아래오목(infra- clavicular fossa), 어깨뼈 부리돌기(coracoid process) 안쪽, 앞정중선(anterior median line)에서 가쪽으로 6寸 오목한 곳.
※주 : 氣戶(ST13), 兪府(KI27), 璇璣(CV21), 雲門(LU2)은 빗장뼈아래선을 따라 가로선 위에 위치한다.","On the anterior thoracic region, in the depression of the infraclavicular fossa, medial to the coracoids process of the scapula, 6 B-cun lateral to the anterior median line.
Note 1: ST13, KI27, CV21 and LU2 are located on the transverse line along the inferior border of the clavicle.",저항을 준 상태에서 팔을 약간 굽히고 벌릴 때 나타나는 어깨세모-가슴 삼각부위(deltopectoral triangle)의 중심에 취혈한다.,"- 直刺 0.3～0.5寸 (不宜深刺, 刺太深時 氣逆)

- 斜刺 0.5～1寸",acupoint
LU3,LU,천부,天府,수태음폐경,"위팔 앞가쪽면, 위팔두갈래근(biceps brachiimuscle)의 가쪽모서리 바로 가쪽, 앞겨드랑주름(anterior axillary fold)에서 아래쪽으로 3寸.","On the anterolateral aspect of the arm, just lateral to the border of the biceps brachii muscle, 3 B-cun inferior to the anterior axillary fold.","앞겨드랑주름과 尺澤(LU5)을 연결하는 선에서 위쪽으로부터 1/3, 아래쪽으로부터 2/3가 되는 지점에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 1～1.5寸",acupoint
LU4,LU,협백,俠白,수태음폐경,"위팔 앞가쪽면, 위팔두갈래근(biceps brachii muscle)의 가쪽모서리 바로가쪽, 앞겨드랑주름(anterior axillary
fold)에서 아래쪽으로 4寸.","On the anterolateral aspect of the arm, just lateral to the border of the biceps brachii muscle, 4 B-cun inferior to the anterior axillary fold.",앞겨드랑주름과 尺澤(LU5)을 연결하는 선에서 위쪽으로부터 1/3과 아래쪽으로부터 2/3가 되는 지점에서 먼쪽으로 1寸에서 취혈한다.,"- 直刺 0.3～0.5寸

- 斜刺 1～1.5寸",acupoint
LU5,LU,척택,尺澤,수태음폐경,"팔꿈치 앞쪽면, 팔오금주름(cubital crease) 위, 위팔두갈래근힘줄(biceps brachii tendon)의 가쪽 오목한 곳.","On the anterior aspect of the elbow, at the cubital crease, in the depression lateral to the biceps brachii tendon.",팔꿈치를 굽힌 상태에서 팔오금주름 위의 曲池(LI11)와 曲澤(PC3) 사이에 위치한다. 위팔두갈래근힘줄에 의해 尺澤(LU5)과 曲澤(PC3)이 나뉜다.,"- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸

- 淺靜脈을 點刺出血",acupoint
LU6,LU,공최,孔最,수태음폐경,"아래팔 앞가쪽면, 尺澤(LU5)과 太淵(LU9)을 연결하는 선 위, 손바닥쪽손목주름(palmar wrist crease)에서 위쪽으로 7寸.","On the anterolateral aspect of the forearm, on the line connecting LU5 with LU9, 7 B-cun superior to the palmar wrist crease.","팔을 펴고 손바닥을 위로 향하게 한 자세에서, 尺澤(LU5)과 太淵(LU9)을 연결하는 선의 중점에서 위쪽으로 1寸에서 취혈한다.","- 直刺 0.5～1寸 (留3呼)

- 斜刺 1～1.5寸",acupoint
LU7,LU,열결,缺,수태음폐경,"아래팔의 노쪽면, 긴엄지벌림근힘줄(abductor pollicis longus tendon)과 짧은엄지폄근힘줄(extensor pollicis brevis tendon)의 사이, 긴엄지벌림근힘줄 고랑(groove for the abductor pollicis longus tendon) 위, 손바닥쪽 손목주름(the palmar wrist crease)에서 위쪽으로 1.5寸.","On the radial aspect of the forearm, between the tendons of the abductor pollicis longus and the extensor pollicis brevis muscles, in the groove for the abductor pollicis longus tendon, 1.5 B-cun superior to the palmar wrist crease.",,"- 直刺 0.2～0.3寸

- 斜刺 0.5～1寸 (肘關節 방향으로 刺入)

- 협착성건초염 치료시에는 鍼尖을 外方으로 0.5～1寸 刺入",acupoint
LU8,LU,경거,經渠,수태음폐경,"아래팔 앞가쪽면, 노뼈붓돌기(radial styloid process)와 노동맥(radial artery)사이, 손바닥쪽 손목주름(palmar wrist crease)에서 위쪽으로 1寸.
※주 : 太淵(LU9)에서 위쪽으로 1寸에 위치한다.","On the anterolateral aspect of the forearm, between the radial styloid process and the radial artery, 1 B-cun superior to the palmar wrist crease.
Note: 1 B-cun superior to LU9.",,"- 直刺 0.2～0.3寸

- 斜刺 0.5～0.7寸

- 刺鍼時 노동맥(radial artery)을 피하여 刺入",acupoint
LU9,LU,태연,太淵,수태음폐경,"손목 앞가쪽면, 노뼈붓돌기(radial styloid process)와 손배뼈(scaphoid bone) 사이, 긴엄지벌림근힘줄(abductor pollicis longus tendon)의 자쪽 오목한 곳.","On the anterolateral aspect of the wrist, between the radial styloid process and the scaphoid bone, in the depression ulnar to the abductor pollicis longus tendon.","손바닥쪽 손목주름(palmar wrist crease)의 노쪽, 노동맥(radial artery)이 뛰는 곳에서 취혈한다.","- 直刺 0.2～0.3寸 (손바닥쪽에서 손등쪽을 향해 刺入)

- 斜刺 0.3～0.5寸",acupoint
LU10,LU,어제,魚際,수태음폐경,"손바닥, 첫째 손허리뼈(the 1st metacarpal bone) 중점의 노쪽, 赤白肉際.","On the palm, radial to the midpoint of the first metacarpal bone, at the border between the red and white flesh.","손바닥을 위로 하고, 손바닥 大魚際部位의 노쪽모서리(橈側緣) 중간지점에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸 (鍼尖을 약간 斜向하여 掌內로 刺入)",acupoint
LU11,LU,소상,少商,수태음폐경,"엄지손가락, 끝마디뼈(distal phalanx)의 노쪽, 엄지손톱 노쪽 뿌리각(radial corner of the thumb nail)에서 몸가쪽으로 0.1寸.","On the thumb, radial to the distal Phalanx, 0.1 F-cun proximal-lateral to the radial corner of the thumb nail, at the intersection of the vertical line of the radial border and the horizontal line of the base of the thumb nail.",엄지손톱의 노쪽모서리를 지나는 수직선과 손톱뿌리를 지나는 수평선이 만나는 지점에서 취혈한다.,"- 直刺 0.1～0.2寸

- 斜刺 0.1～0.3寸 (鍼尖을 上方으로 향해 刺入)

- 三稜鍼으로 速刺해서 出血시키기도 한다.",acupoint
LI1,LI,상양,商陽,수양명대장경,"집게손가락, 끝마디뼈(distal phalanx)의 노쪽, 집게손톱 노쪽 뿌리각(radial corner of the index fingernail)에서 몸가쪽으로 0.1寸.","On the index finger, radial to the distal phalanx, 0.1 F-cun proximal-lateral to the radial corner of the index fingernail, at the intersection of the vertical line of the radial border of the fingernail and the horizontal line of the base of the index fingernail.",집게손톱의 노쪽모서리를 지나는 수직선과 손톱뿌리를 지나는 수평선이 만나는 지점에서 취혈한다.,"- 直刺 0.1～0.2寸

- 斜刺 0.1～0.3寸

- 三稜鍼으로 點刺出血",acupoint
LI2,LI,이간,二間,수양명대장경,"집게손가락, 둘째 손허리손가락관절(the 2nd metacarpophalangeal joint) 노쪽면의 먼 쪽(distal) 오목한 곳, 赤白肉際.","On the index finger, in the depression distal to the radial side of the 2nd metacarpophalangeal joint, at the border between the red and white flesh.","주먹을 가볍게 쥐고, 둘째 손허리손가락관절 노쪽의 먼 쪽 오목한 곳에 취혈한다.","- 直刺 0.2～0.3寸 (鍼尖을 노쪽에서 자쪽을 향해 刺入)

- 斜刺 0.2～0.3寸",acupoint
LI3,LI,삼간,三間,수양명대장경,"손등, 둘째 손허리손가락관절(the 2nd metacarpophalangeal joint) 노쪽, 몸 쪽(proximal) 오목한 곳.","On the dorsum of the hand, in the depression radial and proximal to the 2nd metacarpophalangeal joint.","주먹을 가볍게 쥐고, 둘째 손허리손가락관절 노쪽의 몸 쪽 오목한 곳에서 취혈한다.","- 0.2～0.3寸 (鍼尖을 橈側에서 尺側을 향해 刺入)

- 斜刺 0.3～0.7寸",acupoint
LI4,LI,합곡,合谷,수양명대장경,"손등, 둘째 손허리뼈(the 2nd metacarpal bone) 중점의 노쪽.","On the dorsum of the hand, radial to the midpoint of the 2nd metacarpal bone.",,"- 直刺 0.5～1寸

- 斜刺 1～1.5寸

- 頭部 및 顔面部의 질환에는 中手骨의 骨膜을 따라 1～1.5寸 斜刺

- 手指의 拘攣이나 근육의 마비에는 勞宮 혹은 後谿를 향해 2～3寸 透刺

- 임신부는 신중히 사용 (습관성유산 경험이 있는 임신부는 禁鍼)",acupoint
LI5,LI,양계,陽谿,수양명대장경,"손목 뒤가쪽면, 손등 쪽 손목주름(dorsal wrist crease)의 노쪽, 노뼈붓돌기(radial styloid process)에서 먼 쪽(distal), 해부학적 코담배갑(anatomical snuffbox)의 오목한 곳.","On the posterolateral aspect of the wrist, at the radial side of the dorsal wrist crease, distal to the radial styloid process, in the depression of the anatomical snuffbox.",엄지손가락을 최대한 외전하고 신전했을 때 긴엄지폄근힘줄(extensor pollicis longus tendon)과 짧은엄지폄근힘줄(extensor pollicis brevis tendon) 사이에 해부학적 코담배갑(anatomical snuffbox)의 오목한 곳이 형성된다.,"- 直刺 0.3～0.5寸 (鍼尖을 손등의 노쪽에서 자쪽을 향해 刺入)

- 斜刺 0.3～0.7寸",acupoint
LI6,LI,편력,偏歷,수양명대장경,"아래 팔 뒤가쪽면, 陽谿(LI5)와 曲池(LI11)를 연결하는 선 위, 손등 쪽 손목주름(the dorsal wrist crease)에서 위쪽으로 3寸.","On the posterolateral aspect of the forearm, on the line connecting LI5 with LI11, 3 B-cun superior to the dorsal wrist crease.","陽谿(LI5)와 曲池(LI11)를 연결하는 선에서 위쪽으로부터 3/4, 아래쪽으로부터 1/4이 되는 지점에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸",acupoint
LI7,LI,온류,溫溜,수양명대장경,"아래팔 뒤가쪽면, 陽谿(LI5)와 曲池(LI11)를 연결하는 선 위, 손등 쪽 손목주름(dorsal wrist crease)에서 위쪽으로 5寸.","On the posterolateral aspect of the forearm, on the line connecting LI5 with LI11, 5 B-cun superior to the dorsal wrist crease.",,"- 直刺 0.5～1寸

- 斜刺 1～1.5寸",acupoint
LI8,LI,하렴,下廉,수양명대장경,"아래팔 뒤가쪽면, 陽谿(LI5)와 曲池(LI11)를 연결하는 선 위, 팔오금주름(cubital crease)에서 아래쪽으로 4寸.","On the posterolateral aspect of the forearm, on the line connecting LI5 with LI11, 4 B-cun inferior to the cubital crease.","陽谿(LI5)와 曲池(LI11)를 연결하는 선 위, 위쪽으로부터 1/3과 아래쪽으로부터 2/3가 되는 지점, 上廉(LI9)에서 아래쪽으로 1寸 지점에서 취혈한다.","- 直刺 0.5～0.8寸

- 斜刺 1～2寸",acupoint
LI9,LI,상렴,上廉,수양명대장경,"아래팔 뒤가쪽면, 陽谿(LI5)와 曲池(LI11)를 연결하는 선 위, 팔오금주름(cubital crease)에서 아래쪽으로 3寸.","On the posterolateral aspect of the forearm, on the line connecting LI5 with LI11, 3 B-cun inferior to the cubital crease.",,"- 直刺 0.5～1寸

- 斜刺 1～2寸",acupoint
LI10,LI,수삼리,手三里,수양명대장경,"아래팔 뒤가쪽면, 陽谿(LI5)와 曲池(LI11)를 연결하는 선 위, 팔오금주름(cubital crease)에서 아래쪽으로 2寸.","On the posterolateral aspect of the forearm, on the line connecting LI5 with LI11, 2 B-cun inferior to the cubital crease.",,"- 直刺 0.5～1.2寸

- 斜刺 1～2寸",acupoint
LI11,LI,곡지,曲池,수양명대장경,"팔꿈치 가쪽면, 尺澤(LU5)과 위팔뼈가쪽위관절융기(lateral epicondyle ofthe humerus)를 연결하는 선의 중점.","On the lateral aspect of the elbow, at the midpoint of the line connecting LU5 with the lateral epicondyle of the humerus.","팔꿈치를 완전히 굽혔을 때, 팔오금주름 가쪽 끝의 오목한 곳에서 취혈한다.","- 直刺 0.5～1.5寸

- 斜刺 1～1.5寸 (鍼尖을 약간 비스듬히 指端을 향하여 刺入)

- 上肢癱瘓 치료시에는 팔꿈치를 굽혀 약간 비스듬히 팔꿉관절의 안쪽을 향해 刺入

- 透刺時에는 少海(HT3)를 향해 2～2.5寸 刺入",acupoint
LI12,LI,주료,肘髎,수양명대장경,"팔꿈치 뒤가쪽면, 위팔뼈 가쪽위관절융기(lateral epicondyle of the humerus) 위쪽, 가쪽위관절융기 위 능선(lateral supraepicondylar ridge) 앞쪽.","On the posterolateral aspect of the elbow, superior to the lateral epicondyle of the humerus, anterior to the lateral supraepicondylar ridge.",,"- 直刺 0.3～0.7寸

- 斜刺 1～1.5寸",acupoint
LI13,LI,수오리,手五里,수양명대장경,"위팔 가쪽면, 曲池(LI11)와 肩髃(LI15)를 연결하는 선 위, 팔오금주름(cubital crease)에서 위쪽으로 3寸.","On the lateral aspect of the arm, on the line connecting LI11 with LI15, 3 B-cun superior to the cubital crease.","위팔두갈래근(biceps brachii muscle) 노쪽모서리와 위팔뼈(humerus)의 사이, 앞겨드랑주름(anterior axillary fold)끝과 曲池(LI11)를 연결하는 선에서 위쪽으로부터 2/3와 아래쪽으로부터 1/3이 되는 지점과 같은 높이에서 취혈한다.","- 直刺 0.3～0.5寸 (혈관을 피하여 鍼尖을 臂外面에서 內側面을 향해 刺入)

- 斜刺 0.5～0.8寸",acupoint
LI14,LI,비노,臂臑,수양명대장경,"위팔 가쪽면, 어깨세모근(deltoid muscle)의 앞모서리 바로 앞쪽, 曲池(LI11)에서 위쪽으로 7寸.","On the lateral aspect of the arm, just anterior to the border of the deltoid muscle, 7 B-cun superior to LI11.",,"- 直刺 0.3～0.7寸

- 斜刺 1～1.5寸

- 眼疾患 치료시 上向으로 三角筋中에 1～1.5寸 斜刺

- 橫刺時 上腕骨前緣에서 後緣을 향해 1～1.5寸 透刺.

- 肩臂痛 치료시 鍼尖을 上方으로 肩髃(LI15)를 향해 1～1.5寸 橫刺로 透刺.",acupoint
LI15,LI,견우,肩髃,수양명대장경,"팔이음뼈(shoulder girdle), 어깨뼈봉우리(acromion) 가쪽모서리의 앞쪽 끝과 위팔뼈 큰결절(greater tubercle of the humerus) 사이의 오목한 곳.","On the shoulder girdle, in the depression between the anterior end of lateral border of the acromion and the greater tubercle of the humerus.","위팔을 외전할 때, 어깨뼈봉우리의 앞뒤로 두 개의 오목한 곳이 나타난다. 어깨뼈봉우리 앞쪽의 보다 더 오목한 곳에서 취혈한다. 肩髎(TE14)는 뒤쪽 오목한 곳에 위치한다.","- 直刺 0.5～1.2寸

- 斜刺 0.7～1.5寸",acupoint
LI16,LI,거골,巨骨,수양명대장경,"팔이음뼈(shoulder girdle), 빗장뼈 봉우리끝(acromial end of the clavicle)과 어깨뼈가시(spine of the scapula)사이의 오목한 곳.","On the shoulder girdle, in the depression between the acromial end of the clavicle and the spine of the scapula.",어깨뼈위오목(suprascapular fossa) 가쪽에 있는 두 뼈들 사이의 오목한 곳에서 취혈한다.,"- 直刺 0.3～0.7寸

- 斜刺 0.5～1寸 (鍼尖을 약간 外下方으로 향해 刺入)",acupoint
LI17,LI,천정,天鼎,수양명대장경,"목 앞부위, 반지연골(cricoid cartilage)과 같은 높이, 목빗근(sternocleidomastoid muscle)의 뒤모서리 바로 뒤쪽.","On the anterior aspect of the neck, at the same level as the cricoid cartilage, just posterior to the border of the sternocleidomastoid muscle.","扶突(LI18)에서 수직으로 아래, 水突(ST10)과 수평한 지점에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸",acupoint
LI18,LI,부돌,扶突,수양명대장경,"목 앞부위, 방패연골(thyriod cartilage) 위모서리와 같은 높이, 목빗근(sternocleidomastoid muscle)의 앞모서리와 뒤모서리의 사이.","On the anterior aspect of the neck, at the same level as the superior border of the thyroid cartilage, between the anterior and posterior borders of the sternocleidomastoid muscle.","人迎(ST9)과 같은 높이로, 남성의 경우 후두융기와도 같은 높이에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸",acupoint
LI19,LI,화료,禾髎,수양명대장경,"얼굴, 인중 부위(philtrum)의 중점과 같은 높이, 콧구멍 가쪽모서리 아래 쪽.","On the face, at the same level as the midpoint of the philtrum, inferior to the lateral margin of the nostril.
Note: 0.5 B-cun laterals to GV26.
Remarks: Alternative location for LI19 – On the face, at the same level as the junction of the upper one third and lower two thirds of the philtrum, inferior to the lateral margin of the nostril.",콧구멍가쪽모서리의 수직선과 인중 도랑의 중점에 해당하는 점의 수평선의 교점에서 취혈한다.,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸",acupoint
LI20,LI,영향,迎香,수양명대장경,"얼굴, 코입술고랑(nasolabial sulcus) 위, 콧방울(ala of the nose) 가쪽모서리의 중점과 같은 높이.","On the face, in the nasolabial sulcus, at the same level as the midpoint of the lateral border of the ala of the nose.
Remarks: Alternative location for LI20 – On the face, in the nasolabial sulcus, at the level of the inferior border of the ala of the nose.",,"- 直刺 0.2～0.3寸

- 斜刺 0.5～1寸 (向上)",acupoint
ST1,ST,승읍,承泣,족양명위경,"얼굴, 동공(pupil)에서 수직으로 아래 쪽, 안구(eyeball)와 눈확아래모서리(infraorbital margin)의 사이.","On the face, between the eyeball and the infraorbital margin, directly inferior to the pupil.",,"- 直刺 0.2～0.3寸

- 深刺할 때는 환자를 仰臥位에서 안구를 고정하게 한 후 눈확아래모서리를 沿해 완만하게 1～1.5寸 刺入하며 捻轉과 搗鍼하지 않도록 한다.

- 橫刺時(近視 치료)에는 內眼角을 향해 透刺한다.",acupoint
ST2,ST,사백,四白,족양명위경,"얼굴, 눈확아래구멍(infraorbital foramen).","On the face, in the infraorbital foramen.",눈확아래구멍은 동공(pupil)에서 수직으로 아래쪽에서 촉지된다.,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸",acupoint
ST3,ST,거료,巨髎,족양명위경,"얼굴, 동공(pupil)에서 수직으로 아래 쪽, 콧방울(ala of the nose) 아래모서리와 같은 높이.","On the face, directly inferior to the pupil, at the same level as the inferior border of the ala of the nose.","고개를 들고 앞을 바로 볼 때, 동공을 지나는 수직선과 콧방울 아래모서리를 지나는 수평선이 만나는 지점에서 취혈한다. 수직으로 위쪽에 四白(ST2)이 위치한다.","- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸",acupoint
ST4,ST,지창,地倉,족양명위경,"얼굴, 입꼬리에서 가쪽으로 0.4寸.","On the face, 0.4 F-cun lateral to the angle of the mouth.","입꼬리 옆쪽, 코입술고랑(nasolabialsulcus) 위 혹은 코입술고랑의 연장선상에서 취혈한다.","- 直刺 0.3～0.5寸

- 橫刺 1～1.5寸

- 顔面神經麻痺 치료시 頰車(ST6)로 透刺 1.5～2.5寸

- 三叉神經痛 치료시 迎香(LI20)으로 透刺 1～2寸",acupoint
ST5,ST,대영,大迎,족양명위경,"얼굴, 턱뼈각(angle of the mandible)앞쪽, 깨물근(masseter muscle) 부착 부분 앞쪽 오목한 곳, 얼굴동맥(facial artery)이 뛰는 곳.","On the face, anterior to the angle of the mandible, in the depression anterior to the masseter attachment, over the facial artery.","입을 다물고, 입안에 공기를 채울 때, 아래턱뼈뿔 아래앞쪽에 나타나는 도랑처럼 패인 오목한 곳에서 취혈한다.","- 直刺 0.2～0.3寸

- 斜刺 0.5～1寸",acupoint
ST6,ST,협거,頰,족양명위경,"얼굴, 턱뼈각(angle of the mandible)에서 위앞쪽으로 1寸.","On the face, one fingerbreadth (middle finger) anterosuperior to the angle of the mandible.","턱뼈각의 이등분선 위, 입과 치아를 굳게 다물면 깨물근(masseter muscle)이 융기되고, 굳게 다물었던 치아를 놓으면 오목하게 느껴지는 곳에서 취혈한다.","- 直刺 0.3～0.5寸

- 斜刺 0.5～1寸 (깨물근경련 치료시 위쪽을 향해 刺入, 上‧下齒痛에는 上齒 및 下齒를 향해 刺入)",acupoint
ST7,ST,하관,下關,족양명위경,"얼굴, 광대활(zygomatic arch) 아래모서리의 중점과 턱뼈패임(mandibularnotch) 사이의 오목한 곳.","On the face, in the depression between the midpoint of the inferior border of the zygomatic arch and the mandibular notch.","입을 다물고, 上關(GB3)에서 수직으로 아래쪽, 광대활 아래쪽의 오목한 곳에서 취혈한다.","- 艾炷灸 3～5壯

- 艾條灸 5～10分",acupoint
ST8,ST,두유,頭維,족양명위경,"머리, 이마각(corner of the forehead) 前髮際(anterior hairline)에서 수직으로 위쪽으로 0.5寸, 앞정중선(anterior median line)에서 가쪽으로 4.5寸.","On the head, 0.5 B-cun directly superior to the anterior hairline at the corner of the forehead, 4.5 B-cun lateral to the anterior median line.",,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸",acupoint
ST9,ST,인영,人迎,족양명위경,"목 앞부위, 방패연골(thyroid catilage) 위모서리와 같은 높이, 목빗근(sternocleidomastoid muscle) 앞쪽, 온목동맥(common carotid artery)이 뛰는 곳.","In the anterior region of the neck, at the same level as the superior border of the thyroid cartilage, anterior to the sternocleidomastoid muscle, over the common carotid artery.",저항을 받으며 머리를 반대편으로 돌리면 목빗근이 현저하게 드러난다.,"- 直刺 0.2～0.3寸 (不宜過深刺 혹 禁刺)

- 斜刺 0.3～0.7寸",acupoint
ST10,ST,수돌,水突,족양명위경,"목 앞부위, 반지연골(cricoid cartilage)과 같은 높이, 목빗근(sternocleidomastoid muscle) 앞모서리 바로 앞쪽.","In the anterior region of the neck, at the same level as the cricoid cartilage, just anterior to the border of the sternocleidomastoid muscle.",,"- 斜刺 0.5～0.7寸

- 直刺 0.3～0.4寸 (外方에서 內側을 향하여 刺入)

- 자침시 온목동맥을 피해야 한다.",acupoint
ST11,ST,기사,氣舍,족양명위경,"목 앞부위, 작은빗장위오목(lesser supraclavicular fossa), 빗장뼈 복장끝(sternal end of the clavicle)의 위쪽, 목빗근(sternocleidomastoid muscle)의 빗장뼈갈래(clavicular head)와 복장뼈갈래(sternal head)의 사이 오목한 곳.","In the anterior region of the neck, in the lesser supraclavicular fossa, superior to the sternal end of the clavicle, in the depression between the sternal and clavicular heads of the sternocleidomastoid muscle.",저항을 받으며 머리를 반대편으로 돌리면 목빗근이 현저하게 드러난다.,"- 直刺 0.3～0.5寸

- 斜刺 0.3～0.5寸",acupoint
ST12,ST,결분,缺盆,족양명위경,"목 앞부위, 큰빗장위오목(greater supraclavicular fossa), 앞정중선(anteriormedian line)에서 가쪽으로 4寸, 빗장 뼈(clavicle) 위쪽 오목한 곳.","In the anterior region of the neck, in the greater supraclavicular fossa, 4 B-cun lateral to the anterior median line, in the depression superior to the clavicle.",,"- 直刺 0.3～0.5寸

- 宜橫刺(直下에는 肺尖部가 있고, 바깥목동맥, 빗장밑동․정맥이 있어 刺鍼으로 손상받는 것을 방지하기 위하여 橫刺한다.)

- 不宜深刺(『鍼灸甲乙經』:“刺太深令人逆息”) 또는 不可向下直刺",acupoint
ST13,ST,기호,氣戶,족양명위경,"앞가슴부위, 빗장뼈(clavicle) 아래쪽, 앞정중선(anterior median line)에서 가쪽으로 4寸.","In the anterior thoracic region, inferior to the clavicle, 4 B-cun lateral to the anterior median line.",,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸

- 不宜深刺 (첫째～여섯째 갈비뼈사이의 胸部 內部에는 肺가 있으므로 深刺를 禁한다.)",acupoint
ST14,ST,고방,庫房,족양명위경,"앞가슴부위, 첫째 갈비사이공간(the 1st intercostal space), 앞정중선(anterior median line)에서 가쪽으로 4寸.","In the anterior thoracic region, in the first intercostal space, 4 B-cun lateral to the anterior median line.",,"- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸

- 不宜深刺",acupoint
ST15,ST,옥예,屋翳,족양명위경,"앞가슴부위, 둘째 갈비사이공간(the 2nd intercostal space), 앞정중선(anterior median line)에서 가쪽으로 4寸.","In the anterior thoracic region, in the second intercostal space, 4 B-cun lateral to the anterior median line.","먼저 복장뼈각(sternal angle)과 같은 높이에서 둘째 갈비뼈(the 2nd rib)를 찾으면, 그 아래가 둘째 갈비사이공간이 된다. 남성의 경우는 젖꼭지(nipple)에서 위쪽으로 갈비뼈 2개만큼 올라와도 된다. 본래 갈비뼈가 활모양으로 휘었기 때문에, 屋翳(ST15)는 神藏(KI25)보다 약간 위쪽에 위치한다.","- 直刺 0.2～0.3寸 (不宜深刺)

- 斜刺 0.3～0.5寸",acupoint
ST16,ST,응창,膺窓,족양명위경,"앞가슴부위, 셋째 갈비사이공간(the 3rd intercostal space), 앞정중선(anterior median line)에서 가쪽으로 4寸.","In the anterior thoracic region, in the third intercostal space, 4 B-cun lateral to the anterior median line.",靈墟(KI24)의 가쪽으로 2寸 부위에서 취혈한다.,"- 直刺 0.2～0.3寸 (不可深刺)

- 斜刺 0.3～0.5寸",acupoint
ST17,ST,유중,乳中,족양명위경,"앞가슴부위, 젖꼭지(nipple)의 중심.","In the anterior thoracic region, at the centre of the nipple.","남성의 경우, 넷째 갈비사이공간(the 4th intercostal space)에 젖꼭지의 중심이 위치한다.",- 禁鍼 (『鍼灸甲乙經』),acupoint
ST18,ST,유근,乳根,족양명위경,"앞가슴부위, 다섯째 갈비사이공간(the 5th intercostal space), 앞정중선(anterior median line)에서 가쪽으로 4寸.","In the anterior thoracic region, in the fifth intercostal space, 4 B-cun lateral to the anterior median line.","남성의 경우, 젖꼭지를 지나는 수직선과 다섯째 갈비사이공간이 만나는 지점에서 취혈한다. 여성의 경우, 젖아래주름(inferior crease of the breast)의 중점에서취혈한다.","- 直刺 0.2～0.3寸

- 斜刺 0.3～0.5寸

- 橫刺 0.5～1寸",acupoint
ST19,ST,불용,容,족양명위경,"윗배, 배꼽(umbilicus) 중심에서 위쪽으로 6寸, 앞정중선(anterior median line)에서 가쪽으로 2寸.","On the upper abdomen, 6 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line.","巨闕(CV14)에서 가쪽으로 2寸, 갈비뼈각(costal angle) 아래에서 취혈한다. 명치각(infrasternal angle)이 너무 날카롭거나 갈비뼈가 不容(ST19) 아래쪽에 있는 경우에는 斜刺하여 不容(ST19)에 이르도록 한다.","- 直刺 0.5～0.8寸

- 斜刺 0.5～1寸",acupoint
ST20,ST,승만,承滿,족양명위경,"윗배, 배꼽(umbilicus) 중심에서 위쪽으로 5寸, 앞정중선(anterior median line)에서 가쪽으로 2寸.","On the upper abdomen, 5 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line.
Note: ST20 is 5 B-cun superior to ST25, 1 B-cun inferior to St19, 2 B-cun lateral to CV13.",,"- 直刺 0.5～1寸

- 斜刺 0.5～1.5寸",acupoint
ST21,ST,양문,門,족양명위경,"윗배, 배꼽(umbilicus) 중심에서 위쪽으로 4寸, 앞정중선(anterior median line)에서 가쪽으로 2寸.","On the upper abdomen, 4 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line.
Note: ST21 is 4 B-cun superior to ST25, 1 B-cun inferior to St20, 2 B-cun lateral to CV12.",,"- 直刺 0.5～1寸

- 斜刺 0.8～1.5寸",acupoint
ST22,ST,관문,關門,족양명위경,"윗배, 배꼽(umbilicus) 중심에서 위쪽으로 3寸, 앞정중선(anterior median line)에서 가쪽으로 2寸.","On the upper abdomen, 3 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line.
Note: ST22 is located at the same level and lateral to KI18 and CV11.",,"- 直刺 0.5～1寸

- 斜刺 0.8～1.5寸",acupoint
